ward,poll_id,firm,date_conducted,date_published,sample_size,methodology,inc_win_share,notes
13,forum-ward13-2026-06-23,Forum Research,2026-06-23,2026-06-24,355,IVR,0.91,"Decided: Moise 35%, Daniel Tate 19% (not a registered candidate), Curran Stikuts 6%, other 40%; undecided 45%. inc_win_share derived via scripts/derive_ward_poll_win_share.py. Mayoral subsample: Chow 55%, Bradford 34%, undecided 10% — excluded from citywide polls.csv. Hypothetical: Kristyn Wong-Tam 67% vs Moise 33% if she entered."
