candidate_name,votes,is_winner,source_document_id,source_url,source_locator,source_sha256,source_completeness
YOUNG JOSEPH,2264,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
CLARKE KEVIN,2081,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
RUBINOVICH JOEL,1642,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
YEE SCOTT,1538,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
MUIR RODNEY,1458,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
BROOKS NICHOLAS,1397,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
PORTER JOHN,1348,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
MAXTED DIANA-DE,1311,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DICKS DAVID,1283,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
NAIMJI DURI,1240,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SMITH BOB,1105,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
KOROLNEK MARK,1079,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
COLES GLENN,1019,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
STYRSKY PETER,945,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
GOLD MITCH,880,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
GOLDHAR RYAN,787,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
YAGIZ MEHMET ALI,753,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
WADHWA RATAN,696,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SIT ADAM,663,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SHELDON PAUL,624,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DUMOULIN DAVE,601,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DEROME GERALD,578,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SHIPLEY THOMAS,574,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DEB SOUMEN,517,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SCHIEBEL DAVID,498,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
VALLANCE DAVID,486,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
WEINGUST JOHN,312,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
STATE MARK,194,false,toronto_open_data_2006_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
