candidate_name,votes,is_winner,source_document_id,source_url,source_locator,source_sha256,source_completeness
CASTILLO JAIME,1874,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
LEE DEWITT,1699,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
CAMPBELL DOUGLAS,1428,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
CLARKE KEVIN,1411,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
PAMPENA JOSEPH,1319,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
EPSTEIN DAVID,1202,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
HOSSAIN MONOWAR,1194,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
FLIE MICHAEL,1190,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
ANDREWS DON,1032,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
TANG WEIZHEN,890,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
WALKER DANIEL,804,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
COLE KEITH,801,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
BRAUSEWETTER MICHAEL,796,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
GOODHEAD BARRY,740,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
STEINBERGER TIBOR,735,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
COTTLE CHARLENE,733,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
BALL CHRISTOPHER,696,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DI FIORE JAMES,655,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DEVENYI DIANE,629,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
LETONJA JOHN,592,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
SYED HIMY,582,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
MACKLIN CARMEN,575,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
GOMBERG HOWARD,477,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
VALLANCE DAVID,444,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
STATE MARK,438,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
TAYLOR PHIL,429,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
MAGEE COLIN,401,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
FIRTH SELWYN,394,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
WADHWA RATAN,290,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
DEROME GERALD,251,false,toronto_open_data_2010_results,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide,,official_rows_complete_artifact_not_retained
