election_cycle_id,candidate_id,candidate_name,candidate_name_as_reported,votes,valid_vote_total,share,is_winner,source_document_id,source_locator
toronto_2006,toronto_2006:sheldon-paul,SHELDON PAUL,SHELDON PAUL,624,584484,0.001067608351982261,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:shipley-thomas,SHIPLEY THOMAS,SHIPLEY THOMAS,574,584484,0.000982062810958042,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:sit-adam,SIT ADAM,SIT ADAM,663,584484,0.001134333873981153,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:smith-bob,SMITH BOB,SMITH BOB,1105,584484,0.001890556456635254,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:state-mark,STATE MARK,STATE MARK,194,584484,0.000331916699173972,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:styrsky-peter,STYRSKY PETER,STYRSKY PETER,945,584484,0.001616810725357751,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:vallance-david,VALLANCE DAVID,VALLANCE DAVID,486,584484,0.000831502658755415,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:wadhwa-ratan,WADHWA RATAN,WADHWA RATAN,696,584484,0.001190793931057138,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:weingust-john,WEINGUST JOHN,WEINGUST JOHN,312,584484,0.000533804175991131,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:yagiz-mehmet-ali,YAGIZ MEHMET ALI,YAGIZ MEHMET ALI,753,584484,0.001288315847824748,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:yee-scott,YEE SCOTT,YEE SCOTT,1538,584484,0.002631380841904997,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2006,toronto_2006:young-joseph,YOUNG JOSEPH,YOUNG JOSEPH,2264,584484,0.003873502097576666,false,toronto_open_data_2006_results,2006 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
toronto_2010,pantalone,Joe Pantalone,PANTALONE JOE,95482,813984,0.117302059991351181,false,toronto_open_data_2010_results,2010 Poll-by-Poll Mayor workbook; 44 ward sheets aggregated citywide
